"Kategorie A";14;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"Trispol";"MJF";"KrnKrit";"Ston»D";"Krnov";"TdS";"ArcMit";"Bahenec";"C.C.";"TdJ";"MAD";"SPAC";"MRSAC";"MRSAC";"GPF";"Stonava";"ML60";"MJV";"StVes";"Paskov";"BÏl·";"VCL";"Td»"
"Nov·Ëek";"Pavel";"Racing Oleön·";0;0;34;37;;;;;;;;;;;;;;;;;;;
"änajdr ";"Roman";;0;39;0;29;;;;;;;;;;;;;;;;;;;
"KOWALCZYK";"Mariucz";;0;0;33;34;;;;;;;;;;;;;;;;;;;
"Schneider";"Rudolf";"CK Continental Frenöt·t p. R.  2";31;35;0;0;;;;;;;;;;;;;;;;;;;
"KrchÚ·k";"Pavel";"ACK Star· Ves nad Ond¯ejnicÌ";26;34;0;0;;;;;;;;;;;;;;;;;;;
"Nov·k";"Milan";"XXX Bike Club";0;0;"DNF";50;;;;;;;;;;;;;;;;;;;
"MI»KO ";"Jan";"CK Feso Pet¯vald";0;0;46;0;;;;;;;;;;;;;;;;;;;
"Javora";"Stanislav";"Valachbike - Cyklomira";44;0;0;0;;;;;;;;;;;;;;;;;;;
"Kaszuba";"Miroslav";"CK KolÌk Hobby BohumÌn""B""";40;0;0;0;;;;;;;;;;;;;;;;;;;
"»EJKA ";"Petr";"Cycklo team Kol·rna";0;0;0;38;;;;;;;;;;;;;;;;;;;
"WAWRZYNKIEWYCZ";"Edward";"GMG Gliwice";0;0;36;0;;;;;;;;;;;;;;;;;;;
"Sekera";"Karel";"Cyklo Olomouc";0;0;35;0;;;;;;;;;;;;;;;;;;;
"Baier";"Jan";"Lowell Pro äafrata Team BohumÌn";0;0;0;33;;;;;;;;;;;;;;;;;;;
"Pilecki";"Stanislav";"Cykloservis MB";0;32;0;0;;;;;;;;;;;;;;;;;;;
"Skovajska";"Michal";;32;0;0;0;;;;;;;;;;;;;;;;;;;
"ZDANOWICZ";"Marek";"Gliwice";0;0;0;31;;;;;;;;;;;;;;;;;;;
"Praski";"Henryk";"CK KolÌk Hobby BohumÌn""B""";30;0;0;0;;;;;;;;;;;;;;;;;;;
"HlavatÌk";"Ladislav";"Racing Oleön· ""A""";0;0;29;0;;;;;;;;;;;;;;;;;;;
"Ji¯Ìk";"ZdenÏk";"BIKESPORT MOHELNICE";28;0;0;0;;;;;;;;;;;;;;;;;;;
"Krzyûanowski";"Zbigniew";"CTC Scout";0;0;28;0;;;;;;;;;;;;;;;;;;;
"Strnadel";"LudÏk";;27;0;0;0;;;;;;;;;;;;;;;;;;;
"Holeö";"Ji¯Ì";"CK KolÌk Hobby BohumÌn""B""";0;0;26;0;;;;;;;;;;;;;;;;;;;
"Kop¯iva";"Miroslav";"CK Continental Frenöt·t p. R.  2";24;0;0;0;;;;;;;;;;;;;;;;;;;
"äpaËek";"Petr";"VsetÌn";0;0;24;0;;;;;;;;;;;;;;;;;;;
"Jodlowski";"Jacek";;0;0;21;0;;;;;;;;;;;;;;;;;;;
"VenclÌk";"Jaroslav";"Continental Frenöt·t";20;0;0;0;;;;;;;;;;;;;;;;;;;
"Rybicki";"Ludwik";;0;0;18;0;;;;;;;;;;;;;;;;;;;
"KAPALA";"Zikmund";"KTS Tychy";0;0;17;0;;;;;;;;;;;;;;;;;;;
"Mach·Ë";"Miroslav";"ACS DRAK VRBNO";0;0;16;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"Vrcha¯ E";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"C.C.";"TdJ";"ML60";"Td»";;;;;;;;;;;;;;;;;;;
"Masn˝ ";"Milan";"Racing Oleön· ""A""";48;55;48;55;;;;;;;;;;;;;;;;;;;
"DanÏËek";"Pavel";"Loko Krnov";55;50;50;50;;;;;;;;;;;;;;;;;;;
"Mottl";"BohumÌr";"CK KolÌk Hobby BohumÌn ""A""";42;44;46;60;;;;;;;;;;;;;;;;;;;
"Misina";"Andrzej";"ACK Star· Ves nad Ond¯ejnicÌ";37;42;42;48;;;;;;;;;;;;;;;;;;;
"Pavelek";"Frantiöek";"CK Continental Frenöt·t p. R.  2";36;37;38;44;;;;;;;;;;;;;;;;;;;
"Zem·nek";"LubomÌr";"2K-BIKE CLUB Odry";46;48;60;0;;;;;;;;;;;;;;;;;;;
"Toman";"Vladislav";"Cyklokramo Suchdol nad Odrou ""A""";50;46;55;0;;;;;;;;;;;;;;;;;;;
"Dubn˝";"Pavel";"Cyklokramo Suchdol nad Odrou ""B""";35;36;33;40;;;;;;;;;;;;;;;;;;;
"Homola ";"Petr";"YOGI Racing Ostrava 1";33;34;35;39;;;;;;;;;;;;;;;;;;;
"PavlÌk";"Ji¯Ì";"CK Continental Frenöt·t p.R.  1";44;40;40;0;;;;;;;;;;;;;;;;;;;
"BuËek ";"Michal";"Racing Oleön·";60;60;0;0;;;;;;;;;;;;;;;;;;;
"Teönar";"Tom·ö";"YOGI Racing Ostrava 1";40;39;39;0;;;;;;;;;;;;;;;;;;;
"Vesel˝";"Petr";"SkvÏl· kola-TJ Té T¯inec  ""B""";38;38;37;0;;;;;;;;;;;;;;;;;;;
"Bluszcz";"Stefan";"Lowell Pro äafrata Team BohumÌn";0;0;36;46;;;;;;;;;;;;;;;;;;;
"MUäKA";"Josef";"CK Feso Pet¯vald";39;35;0;0;;;;;;;;;;;;;;;;;;;
"PekarËÌk";"Ji¯Ì";"Cyklokramo Suchdol nad Odrou ""B""";32;0;0;38;;;;;;;;;;;;;;;;;;;
"Fiöer";"VladimÌr";"H.A.C.";0;0;44;0;;;;;;;;;;;;;;;;;;;
"KubÌk";"Josef";"CK KolÌk Hobby BohumÌn""B""";0;0;0;42;;;;;;;;;;;;;;;;;;;
"Bako";"Rudolf";"SkvÏl· kola - TJ Té T¯inec ""B""";34;0;0;0;;;;;;;;;;;;;;;;;;;
"GIERACZ ";"Marek";"CTC Scout Czestochowa";0;0;34;0;;;;;;;;;;;;;;;;;;;
"Myn·¯";"V·clav";;0;0;32;0;;;;;;;;;;;;;;;;;;;
"Klos";"AntonÌn";"CKD Opava";0;0;31;0;;;;;;;;;;;;;;;;;;;
"Mrakvia";"ZdenÏk";"SkvÏl· kola - TJ Té T¯inec ""B""";31;"DNF";0;0;;;;;;;;;;;;;;;;;;;
"Mlyn·¯";"Miloslav";"ACS DRAK VRBNO";0;0;30;0;;;;;;;;;;;;;;;;;;;
"RECHTENBERG ";"Karel";"PJR Frenöt·t";0;0;29;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"Vrcha¯ éA";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"C.C.";"TdJ";"ML60";"Td»";;;;;;;;;;;;;;;;;;;
"Bedna¯Ìkov·";"Hana";"A Bike Club Ostrava ""A""";40;40;37;55;;;;;;;;;;;;;;;;;;;
"Gruchalov·";"Lucie";"Lowell Pro äafrata Team BohumÌn";50;60;60;0;;;;;;;;;;;;;;;;;;;
"Halmov· ";"Eva";"CK OrlÌk Orlov·";39;38;36;50;;;;;;;;;;;;;;;;;;;
"NAVR¡TILOV¡";"Kate¯ina ";"TJ Sigma Hranice";46;55;48;0;;;;;;;;;;;;;;;;;;;
"Ublansk· ";"Kamila";"CK OrlÌk Orlov·";38;39;38;0;;;;;;;;;;;;;;;;;;;
"Lantov· ";"Romana";"Cyklistika pro vöechny Krnov";0;0;42;60;;;;;;;;;;;;;;;;;;;
"MUDÿÕKOV¡";"Kate¯ina ";"CK Feso Pet¯vald";48;50;0;0;;;;;;;;;;;;;;;;;;;
"Chmurov·";"Jana";"Team Forman Cinelli";44;44;"DNF";0;;;;;;;;;;;;;;;;;;;
"Javorov·";"Lucie";"Valachbike - Cyklomira";60;0;0;0;;;;;;;;;;;;;;;;;;;
"Bartoöov·";"Denisa";"CK Feso Pet¯vald";55;0;0;0;;;;;;;;;;;;;;;;;;;
"Kotalov· ";"Veronika";"CK Feso Pet¯vald";0;0;55;0;;;;;;;;;;;;;;;;;;;
"BAJGEROV¡ ";"Nikola";"KC Kooperativa SG Jablonec n. N.";0;0;50;0;;;;;;;;;;;;;;;;;;;
"»mielov·";"Daniela";"MilÌkov";0;48;0;0;;;;;;;;;;;;;;;;;;;
"Sikorov·";"Michaela";"SkvÏl· kola-TJ Té T¯inec""A""";0;46;0;0;;;;;;;;;;;;;;;;;;;
"TrËkov·";"Daniela";"TJ Sigma Hranice";0;0;46;0;;;;;;;;;;;;;;;;;;;
"MIGDOL";"Katarzyna";"Author Pszczyna";0;0;44;0;;;;;;;;;;;;;;;;;;;
"Krzyûankov·";"Lenka";"KC Kooperativa Jablonec";0;42;0;0;;;;;;;;;;;;;;;;;;;
"Sladkovsk·";"Petra";"CK Continental Frenöt·t p. R.  2";42;0;0;0;;;;;;;;;;;;;;;;;;;
"LIBENKOV¡";"Sylva";"CK Feso Pet¯vald";0;0;40;0;;;;;;;;;;;;;;;;;;;
"Ml·kov·";"Ivana";"A Bike Club Ostrava ""A""";0;0;39;0;;;;;;;;;;;;;;;;;;;
"Kaluûna";"Joanna";;0;0;35;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"Vrcha¯ éB";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"C.C.";"TdJ";"ML60";"Td»";;;;;;;;;;;;;;;;;;;
"Dohnalov·";"Jaroslava";"Cyklistika pro vöechny Krnov";55;55;55;55;;;;;;;;;;;;;;;;;;;
"Lantov· ";"Romana";"Cyklistika pro vöechny Krnov";50;50;50;50;;;;;;;;;;;;;;;;;;;
"DanÏËkov·";"Romana";"MAPEI Cyclo KaÚkovsk˝";60;60;60;0;;;;;;;;;;;;;;;;;;;
"Jaklov·";"Ivana";"Lowell Pro äafrata Team BohumÌn";0;0;0;60;;;;;;;;;;;;;;;;;;;
"Metelkov·";"Ivana";"ACS DRAK VRBNO";0;0;48;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"Vrcha¯ M";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"C.C.";"TdJ";"ML60";"Td»";;;;;;;;;;;;;;;;;;;
"KubiËÌk";"Filip";"Cyklistika pro vöechny Krnov";60;60;60;55;;;;;;;;;;;;;;;;;;;
"Fierla";"Jan";"CK Feso Pet¯vald";48;46;38;50;;;;;;;;;;;;;;;;;;;
"MÌËek";"Old¯ich";"TJ Sigma Hranice";0;42;39;48;;;;;;;;;;;;;;;;;;;
"POKORN› ";"Petr";"ACK Star· Ves nad O.";55;55;0;0;;;;;;;;;;;;;;;;;;;
"Konderla";"Luboö";"SkvÏl· kola-TJ Té T¯inec""A""";50;50;0;0;;;;;;;;;;;;;;;;;;;
"K¯Ìstek";"Martin";"YOGI Racing Ostrava 1";40;0;50;0;;;;;;;;;;;;;;;;;;;
"GLOMBEK";"ätÏp·n";"CK Feso Pet¯vald";44;44;0;0;;;;;;;;;;;;;;;;;;;
"Krupa";"Luboö";"Janovice";42;40;0;0;;;;;;;;;;;;;;;;;;;
"TRACHTULEC";"Petr";"CK Feso Pet¯vald";0;0;"DNF";60;;;;;;;;;;;;;;;;;;;
"PREJDA";"V·clav";"SK Ji¯Ì Team Ostrava";0;0;55;0;;;;;;;;;;;;;;;;;;;
"Bialonczyk";"Kamil";"Pszczyna Author";0;0;48;0;;;;;;;;;;;;;;;;;;;
"RUMAN ";"Jakub";"ACK Star· Ves nad O.";0;48;0;0;;;;;;;;;;;;;;;;;;;
"BartoÚ";"Patrik";"Amenity Extreme Sport Team";46;0;0;0;;;;;;;;;;;;;;;;;;;
"Manowski";"Kamil";"Pszczyna Author";0;0;46;0;;;;;;;;;;;;;;;;;;;
"V›VODA";"Jan";"TJ Sigma Hranice";0;0;0;46;;;;;;;;;;;;;;;;;;;
"Piechaczek";"Kacper";"Pszczyna Author";0;0;44;0;;;;;;;;;;;;;;;;;;;
"Pol·Ëik";"Martin";"CK Continental Frenöt·t p.R.  1";0;0;0;44;;;;;;;;;;;;;;;;;;;
"LUBOWIECKI ";"Pawet";"Autor Pszcyna";0;0;42;0;;;;;;;;;;;;;;;;;;;
"Schichel";"Jakub";"YOGI Racing Ostrava 2";0;0;0;42;;;;;;;;;;;;;;;;;;;
"HALADUS";"Szymon";;0;0;40;0;;;;;;;;;;;;;;;;;;;
"»miel";"Luk·ö";"MilÌkov";0;39;0;0;;;;;;;;;;;;;;;;;;;
"HL¡VKA ";"Adam";"ACS DRAK Vrbno";0;0;37;0;;;;;;;;;;;;;;;;;;;
"HavlÌËek ";"Jan";;0;0;36;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"»asovka A";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"ArcMit";"Bebek";"Stonava";;;;;;;;;;;;;;;;;;;;
"GalatÌk";"Roman";"CK Continental Frenöt·t p.R.  1";55;50;70;;;;;;;;;;;;;;;;;;;;
"Matula";"Luk·ö";"FORCE KCK CYKLOTEAM ZLÕN";50;48;65;;;;;;;;;;;;;;;;;;;;
"Fierla";"Ond¯ej";"Team Forman Cinelli";48;44;58;;;;;;;;;;;;;;;;;;;;
"BubenÌk";"Ji¯Ì";"Cykloservis MB";39;37;60;;;;;;;;;;;;;;;;;;;;
"DuûÌk";"Josef";"A Bike Club Ostrava ""A""";46;36;48;;;;;;;;;;;;;;;;;;;;
"Jakl";"Tom·ö";"Lowell Pro äafrata Team BohumÌn";40;34;56;;;;;;;;;;;;;;;;;;;;
"Kusidlo";"Mariusz";"CK KolÌk Hobby BohumÌn ""A""";35;40;54;;;;;;;;;;;;;;;;;;;;
"LANT";"AntonÌn";"Forman Cinelli";60;60;0;;;;;;;;;;;;;;;;;;;;
"Willmann";"Filip";"A Bike Club Ostrava ""A""";30;26;47;;;;;;;;;;;;;;;;;;;;
"Motyka";"Patrik";"A Bike Club Ostrava ""B""";29;22;44;;;;;;;;;;;;;;;;;;;;
"PavlÌk";"Petr";"Racing Oleön· ""A""";32;0;50;;;;;;;;;;;;;;;;;;;;
"Byrtus";"Luk·ö";"SkvÏl· kola-TJ Té T¯inec""A""";42;39;0;;;;;;;;;;;;;;;;;;;;
"PavlÌk";"Jan";"Racing Oleön· ""A""";39;31;0;;;;;;;;;;;;;;;;;;;;
"Motyka";"Adam";"A Bike Club Ostrava ""A""";37;32;0;;;;;;;;;;;;;;;;;;;;
"MAREK";"Miroslav";"Forman Cinelli";34;25;0;;;;;;;;;;;;;;;;;;;;
"Z·ruba";"Petr";"ACK Star· Ves nad Ond¯ejnicÌ";0;55;0;;;;;;;;;;;;;;;;;;;;
"Reichel";"Sebastian";"Cyklistika pro vöechny Krnov";0;0;52;;;;;;;;;;;;;;;;;;;;
"Alickun";"Eduard";"Mikesz Team";0;0;49;;;;;;;;;;;;;;;;;;;;
"Klezla";"Martin";"2K-BIKE CLUB Odry";0;0;46;;;;;;;;;;;;;;;;;;;;
"Pac";"Pawel";"Fiolka Trens";0;46;0;;;;;;;;;;;;;;;;;;;;
"äkoda";"Kristi·n";"CK Continental Frenöt·t p.R.  1";0;0;45;;;;;;;;;;;;;;;;;;;;
"MAREK";"Jaroslav";"Ck Continental Frenöt·t p. R.  1";44;0;0;;;;;;;;;;;;;;;;;;;;
"KraËalÌk";"Tom·ö";"tandem - nevidom˝";0;0;43;;;;;;;;;;;;;;;;;;;;
"JEGIER ";"Mateusz";"Fiolka Trens";0;42;0;;;;;;;;;;;;;;;;;;;;
"ämedek";"Josef";"SILVINI CYCLING TEAM";0;0;42;;;;;;;;;;;;;;;;;;;;
"Pol·Ëek";"Michal";"A Bike Club Ostrava ""B""";0;0;41;;;;;;;;;;;;;;;;;;;;
"KUBALA ";"Petr";"CK KolÌk HOBBY";0;38;0;;;;;;;;;;;;;;;;;;;;
"Both ";"Martin";;36;0;0;;;;;;;;;;;;;;;;;;;;
"SWACZYNA";"Petr";"CK Feso Pet¯vald";0;35;0;;;;;;;;;;;;;;;;;;;;
"C·b";"Martin";"Cyklokramo Suchdol nad Odrou ""A""";33;0;0;;;;;;;;;;;;;;;;;;;;
"HRACHOVINA";"Eduard";"Forman Cinneli";0;33;0;;;;;;;;;;;;;;;;;;;;
"Figura";"Luk·ö";"YOGI Racing Ostrava 2";31;0;0;;;;;;;;;;;;;;;;;;;;
"MAJ ";"Rafal";"Fiolka Trens";0;30;0;;;;;;;;;;;;;;;;;;;;
"Z·ruba";"Pavel";"ACK Star· Ves nad Ond¯ejnicÌ";0;28;0;;;;;;;;;;;;;;;;;;;;
"FIOLKA ";"Marcin";"Fiolka Trens";0;27;0;;;;;;;;;;;;;;;;;;;;
"WALA";"Jan";"LMGKK Zemia Brzeska";0;24;0;;;;;;;;;;;;;;;;;;;;
"OSTRYSZ ";"Szymon";"Fiolka Trens";0;23;0;;;;;;;;;;;;;;;;;;;;
"Musiol";"Jakub";"YOGI Racing Ostrava 2";0;21;0;;;;;;;;;;;;;;;;;;;;
"Szlauer";"David";"SkvÏl· kola-TJ Té T¯inec  ""B""";0;20;0;;;;;;;;;;;;;;;;;;;;
"äkuta ";"Vlastimil";"CK KolÌk Hobby BohumÌn""B""";0;19;0;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"»asovka B";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"ArcMit";"Bebek";"Stonava";;;;;;;;;;;;;;;;;;;;
"Kl·öterka";"Tom·ö";"CK Continental Frenöt·t p.R.  1";60;60;65;;;;;;;;;;;;;;;;;;;;
"Vall";"Jan";"SK MAXBIKE Ostrava";46;48;54;;;;;;;;;;;;;;;;;;;;
"Mitrenga";"Petr";"SkvÏl· kola-TJ Té T¯inec""A""";44;40;48;;;;;;;;;;;;;;;;;;;;
"Hlawiczka";"Martin";"SkvÏl· kola-TJ Té T¯inec""A""";38;42;49;;;;;;;;;;;;;;;;;;;;
"Pietrzyk";"Vratislav";"YOGI Racing Ostrava 1";55;0;70;;;;;;;;;;;;;;;;;;;;
"Holona";"Martin";"HPEL TEAM";35;36;42;;;;;;;;;;;;;;;;;;;;
"UvÌra";"V·clav";"CK OrlÌk Orlov·";50;0;60;;;;;;;;;;;;;;;;;;;;
"Chamr·d";"Ji¯Ì";;0;50;58;;;;;;;;;;;;;;;;;;;;
"KONE»N›";"Luk·ö";"CK Vlastibor KoneËn˝";0;55;52;;;;;;;;;;;;;;;;;;;;
"Toman";"Petr";"Team Forman Cinelli";40;29;38;;;;;;;;;;;;;;;;;;;;
"Fryc";"Bohdan";"A Bike Club Ostrava ""A""";33;27;41;;;;;;;;;;;;;;;;;;;;
"Vr·bel";"David";"SK MAXBIKE Ostrava";31;32;37;;;;;;;;;;;;;;;;;;;;
"Folt˝n";"Ji¯Ì";"CK KolÌk Hobby BohumÌn ""A""";42;0;56;;;;;;;;;;;;;;;;;;;;
"JureËka";"Roman";"CK Continental Frenöt·t p.R.  1";48;0;50;;;;;;;;;;;;;;;;;;;;
"»erven˝";"Luk·ö";"Cykloservis MB";0;38;47;;;;;;;;;;;;;;;;;;;;
"Androsz";"Michal";"CK KolÌk Hobby BohumÌn""B""";0;39;43;;;;;;;;;;;;;;;;;;;;
"Bollo";"Roman";"YOGI Racing Ostrava 1";34;46;0;;;;;;;;;;;;;;;;;;;;
"PECH¡»EK";"Adam";"Eleven - Rubena Test Team";0;34;45;;;;;;;;;;;;;;;;;;;;
"Zaras ";"Boleslaw";;32;0;39;;;;;;;;;;;;;;;;;;;;
"Jir·sek";"Josef";"SK MAXBIKE Ostrava";0;28;40;;;;;;;;;;;;;;;;;;;;
"Schnerch";"Martin";"SkvÏl· kola-TJ Té T¯inec""A""";37;30;0;;;;;;;;;;;;;;;;;;;;
"BenÌËek";"Tom·ö";"CK Continental Frenöt·t p. R.  2";29;0;35;;;;;;;;;;;;;;;;;;;;
"Hajewski";"Tomasz";"Triathlon Dabrowa Gornicza";0;0;46;;;;;;;;;;;;;;;;;;;;
"Gruchala";"VojtÏch";"Triatlon klub Ostrava";0;0;44;;;;;;;;;;;;;;;;;;;;
"äIMON ";"VÌtÏzslav";"Lokomotiva Krnov";0;44;0;;;;;;;;;;;;;;;;;;;;
"Surma";"Piotr";"CK KolÌk Hobby BohumÌn ""A""";39;0;0;;;;;;;;;;;;;;;;;;;;
"Javorek";"Petr";"CK Feso Pet¯vald";0;37;0;;;;;;;;;;;;;;;;;;;;
"Balica ";"Luk·ö";;36;0;0;;;;;;;;;;;;;;;;;;;;
"JureËka";"Petr";;0;0;36;;;;;;;;;;;;;;;;;;;;
"Ad·mek";"Luk·ö";"CK Feso Pet¯vald";0;35;0;;;;;;;;;;;;;;;;;;;;
"Uchytil";"Martin";"SUP UherskÈ HradiötÏ";0;33;0;;;;;;;;;;;;;;;;;;;;
"Kol·Ëek";"Petr";"CK Feso Pet¯vald";0;31;0;;;;;;;;;;;;;;;;;;;;
"MalÌk ";"Roman";;30;0;0;;;;;;;;;;;;;;;;;;;;
"StanÏk";"Pavel";"Cyklosport P¯ikryl Star· Ves n. Ond¯ejnicÌ";0;26;0;;;;;;;;;;;;;;;;;;;;
"Gierc";"David";;0;25;0;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"»asovka C";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"ArcMit";"Bebek";"Stonava";;;;;;;;;;;;;;;;;;;;
"Kokeö";"Pavel";"SK ValaöskÈho kr·lovstvÌ";55;60;70;;;;;;;;;;;;;;;;;;;;
"Odv·rka";"Ivo";"FORCE KCK CYKLOTEAM ZLÕN";50;55;60;;;;;;;;;;;;;;;;;;;;
"Galuöka";"Tom·ö";"Lowell Pro äafrata Team BohumÌn";44;48;56;;;;;;;;;;;;;;;;;;;;
"Lach";"Alan";"Racing Oleön· ""A""";37;44;50;;;;;;;;;;;;;;;;;;;;
"Majtner";"Petr";"SkvÏl· kola-TJ Té T¯inec B ";38;38;54;;;;;;;;;;;;;;;;;;;;
"Machotka";"Karel";"YOGI Racing Ostrava 1";60;0;65;;;;;;;;;;;;;;;;;;;;
"Jaroö";"Martin";"Racing Oleön· ";39;36;49;;;;;;;;;;;;;;;;;;;;
"Boszczyk";"Norbert";"SkvÏl· kola-TJ Té T¯inec""A""";36;39;48;;;;;;;;;;;;;;;;;;;;
"äimeËek";"Radim";"Midar P¯Ìbor";34;35;43;;;;;;;;;;;;;;;;;;;;
"Fierla";"Jan";"CK Feso Pet¯vald";32;34;44;;;;;;;;;;;;;;;;;;;;
"Lysek";"VladimÌr";"CK Continental Frenöt·t p.R.  1";0;50;58;;;;;;;;;;;;;;;;;;;;
"Dohnal";"Blahoslav";"Cyklistika pro vöechny Krnov";29;33;40;;;;;;;;;;;;;;;;;;;;
"Blahut";"Radek";"SK MAXBIKE Ostrava";0;46;52;;;;;;;;;;;;;;;;;;;;
"HavlÌËek";"Robert";"YOGI Racing Ostrava 2";48;42;0;;;;;;;;;;;;;;;;;;;;
"Buchal";"Ivo";"Racing Oleön· ""A""";40;0;46;;;;;;;;;;;;;;;;;;;;
"Woünica";"Marek";"POL";0;0;47;;;;;;;;;;;;;;;;;;;;
"Piskovsk˝ ";"Petr";"A Bike Club Ostrava ""A""";46;0;0;;;;;;;;;;;;;;;;;;;;
"Guziur";"Dalibor";"Racing Oleön·";0;0;45;;;;;;;;;;;;;;;;;;;;
"Haöek";"Petr";"SK Bagbike Rubing";0;0;42;;;;;;;;;;;;;;;;;;;;
"Helcel ";"Martin";;42;0;0;;;;;;;;;;;;;;;;;;;;
"Si¯inek";"Aleö";"SK Bagbike Rubing";0;0;41;;;;;;;;;;;;;;;;;;;;
"SWACZYNA";"Patrik";"CK Feso Pet¯vald";0;40;0;;;;;;;;;;;;;;;;;;;;
"LepöÌk";;;0;0;39;;;;;;;;;;;;;;;;;;;;
"Carbol";"Petr";"BanÌk Karvin·";0;0;38;;;;;;;;;;;;;;;;;;;;
"Wilhelm";"Jaroslav";"CK KolÌk Hobby BohumÌn""B""";0;37;0;;;;;;;;;;;;;;;;;;;;
"Kolorz";"Mariusz";"CK KolÌk Hobby BohumÌn ""A""";35;0;0;;;;;;;;;;;;;;;;;;;;
"Franta";"Roman";"Racing Oleön· ""A""";33;0;0;;;;;;;;;;;;;;;;;;;;
"Kaiser";"ZdenÏk";"A Bike Club Ostrava ""A""";0;32;0;;;;;;;;;;;;;;;;;;;;
"PytlÌk ";"Ales";"A Bike Club Ostrava ""A""";31;0;0;;;;;;;;;;;;;;;;;;;;
"Grussmann";"V·clav";"CK Continental Frenöt·t p.R.  1";30;0;0;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"»asovka D";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"ArcMit";"Bebek";"Stonava";;;;;;;;;;;;;;;;;;;;
"Slez·k";"Josef";"FORCE KCK CYKLOTEAM ZLÕN";60;60;70;;;;;;;;;;;;;;;;;;;;
"Baran";"Petr";"SK Bagbike";55;50;58;;;;;;;;;;;;;;;;;;;;
"Pelc";"Ladislav";"CK Continental Frenöt·t p.R.  1";48;48;65;;;;;;;;;;;;;;;;;;;;
"Satinsk˝";"Alexandr";"YOGI Racing Ostrava 1";48;42;54;;;;;;;;;;;;;;;;;;;;
"änajdr ";"Roman";;42;46;56;;;;;;;;;;;;;;;;;;;;
"HlavatÌk";"Ladislav";"Racing Oleön· ""A""";39;40;52;;;;;;;;;;;;;;;;;;;;
"Lawicki";"Dariusz";"CZERNICA MASTERS";38;39;47;;;;;;;;;;;;;;;;;;;;
"Kop¯iva";"Miroslav";"CK Continental Frenöt·t p. R.  2";35;37;44;;;;;;;;;;;;;;;;;;;;
"AdamËÌk";"Miroslav";"Cyklokramo Suchdol nad Odrou ""A""";0;55;60;;;;;;;;;;;;;;;;;;;;
"äkarka";"Ji¯Ì";"CK KolÌk Hobby BohumÌn ""A""";33;35;42;;;;;;;;;;;;;;;;;;;;
"PavlÌk";"Petr";"Racing Oleön· ""A""";34;32;41;;;;;;;;;;;;;;;;;;;;
"Kont˙r";"Milan";"SK ValaöskÈho kr·lovstvÌ";30;31;39;;;;;;;;;;;;;;;;;;;;
"Jakl";"Ji¯Ì";"Triatlon klub Ostrava";29;30;38;;;;;;;;;;;;;;;;;;;;
"Chmura";"Petr";"Team Forman Cinelli";27;28;37;;;;;;;;;;;;;;;;;;;;
"Vyoral";"LubomÌr";"CK KolÌk Hobby BohumÌn""B""";25;29;35;;;;;;;;;;;;;;;;;;;;
"Praski";"Henryk";"CK KolÌk Hobby BohumÌn""B""";37;0;49;;;;;;;;;;;;;;;;;;;;
"Nov·k";"Milan";"XXX Bike Club";0;38;45;;;;;;;;;;;;;;;;;;;;
"Motyka";"Tom·ö";"A Bike Club Ostrava ""B""";31;0;46;;;;;;;;;;;;;;;;;;;;
"Schneider";"Rudolf";"CK Continental Frenöt·t p. R.  2";28;0;43;;;;;;;;;;;;;;;;;;;;
"KrchÚ·k";"Pavel";"ACK Star· Ves nad Ond¯ejnicÌ";0;33;36;;;;;;;;;;;;;;;;;;;;
"Nov·Ëek";"Pavel";"Racing Oleön·";32;34;0;;;;;;;;;;;;;;;;;;;;
"Pilecki";"Stanislav";"Cykloservis MB";27;0;34;;;;;;;;;;;;;;;;;;;;
